customer_id,age,gender,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,tech_support,online_security,senior_citizen,Churn
CUST00570,43,Male,41,111.71,4439.75,Month-to-month,DSL,Mailed check,No internet service,No internet service,0,No
CUST00571,33,Male,71,54.95,3707.61,Month-to-month,Fiber optic,Mailed check,No,No,1,Yes
CUST00572,68,Male,23,92.02,2212.2,Month-to-month,Fiber optic,Electronic check,No,Yes,0,No
CUST00573,54,Female,48,109.23,5173.26,Month-to-month,DSL,Electronic check,No,Yes,0,Yes
CUST00574,39,Male,25,64.51,1491.94,Two year,Fiber optic,Credit card,No internet service,,0,Yes
CUST00575,74,Female,36,,2299.08,Month-to-month,Fiber optic,Credit card,Yes,No,0,No
CUST00576,46,Female,67,79.42,5464.37,One year,Fiber optic,Bank transfer,No,No,0,No
CUST00577,31,Female,49,78.32,3358.14,Month-to-month,DSL,Credit card,No,No,0,Yes
CUST00578,45,Male,23,100.27,2052.78,Month-to-month,Fiber optic,Electronic check,No,No internet service,0,No
CUST00579,22,Male,18,66.6,1070.82,Month-to-month,DSL,Electronic check,No,Yes,1,No
CUST00580,64,Male,59,119.6,6973.43,Two year,No,Electronic check,No,No,0,No
CUST00581,66,Male,38,24.07,887.78,Month-to-month,DSL,Mailed check,No,Yes,0,Yes
CUST00582,47,Female,17,18.32,303.28,Month-to-month,Fiber optic,Mailed check,No internet service,No internet service,0,No
CUST00583,63,Female,18,83.3,1556.61,Month-to-month,DSL,,Yes,Yes,0,No
CUST00584,69,Female,35,48.44,1704.19,Month-to-month,Fiber optic,Bank transfer,No,No,0,Yes
CUST00585,22,Male,54,42.52,2010.42,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,0,No
CUST00586,29,Female,68,49.81,3114.42,One year,DSL,Bank transfer,Yes,No,1,No
CUST00587,33,Male,46,44.12,1901.82,Month-to-month,Fiber optic,Mailed check,Yes,No internet service,0,No
CUST00588,43,Female,48,21.14,942.87,Month-to-month,DSL,Electronic check,No,No,0,Yes
CUST00589,43,Male,32,117.1,3686.73,One year,DSL,Electronic check,No,No,1,Yes
CUST00590,65,Male,20,40.52,833.4,Month-to-month,Fiber optic,Mailed check,Yes,No,0,No
CUST00591,38,Female,21,92.87,,Month-to-month,DSL,Bank transfer,Yes,No,0,Yes
CUST00592,56,Female,47,95.78,4323.28,Month-to-month,No,Bank transfer,,No internet service,0,No
CUST00593,53,Female,36,112.78,4092.08,One year,Fiber optic,Credit card,Yes,Yes,0,No
CUST00594,50,Female,14,21.12,275.94,Month-to-month,Fiber optic,Credit card,No internet service,No,0,No
CUST00595,47,Male,34,106.95,3213.12,Month-to-month,DSL,Bank transfer,Yes,Yes,0,No
CUST00596,54,Female,70,71.78,4748.2,Month-to-month,Fiber optic,Mailed check,No,Yes,0,No
CUST00597,40,Female,31,82.52,2202.66,One year,Fiber optic,Bank transfer,No,No,0,No
CUST00598,75,Female,10,83.74,869.62,Month-to-month,DSL,Credit card,No internet service,No,0,No
CUST00599,27,Male,9,101.62,791.08,One year,No,Bank transfer,No,No,0,Yes
CUST00600,71,Male,72,52.01,3511.39,Two year,DSL,Mailed check,No,No,1,Yes
CUST00601,22,Female,56,92.77,4966.41,One year,No,Electronic check,Yes,Yes,0,No
CUST00602,53,Male,24,71.91,1807.06,Month-to-month,DSL,Mailed check,No,Yes,0,Yes
CUST00603,51,Female,1,98.93,87.38,Month-to-month,No,Mailed check,No,No,0,No
CUST00604,69,Male,63,119.04,6546.23,Month-to-month,Fiber optic,Credit card,Yes,No internet service,0,Yes
CUST00605,48,Male,34,38.47,1114.06,Month-to-month,DSL,Mailed check,Yes,Yes,0,Yes
CUST00606,27,Male,6,119.45,631.49,Month-to-month,DSL,Mailed check,No internet service,No,0,No
CUST00607,75,Male,17,27.16,411.6,One year,Fiber optic,Credit card,Yes,No,0,No
CUST00608,36,Female,66,18.24,1175.09,Month-to-month,No,Credit card,No,No,0,No
CUST00609,75,Female,41,22.5,824.66,Month-to-month,DSL,Electronic check,No,No internet service,0,No
CUST00610,49,Female,38,52.86,1715.62,One year,DSL,Bank transfer,No internet service,No internet service,0,No
CUST00611,18,Male,40,82.56,3353,One year,Fiber optic,Mailed check,No internet service,No,0,Yes
CUST00612,73,Female,23,25.04,531.64,Month-to-month,Fiber optic,Credit card,No internet service,Yes,0,Yes
CUST00613,22,Female,59,18.58,1009.33,Two year,Fiber optic,Electronic check,Yes,No internet service,0,No
CUST00614,62,Female,45,113.58,4653.64,Month-to-month,Fiber optic,Bank transfer,No internet service,No,0,No
CUST00615,21,Male,18,101.84,1915.75,One year,DSL,Credit card,Yes,Yes,1,No
CUST00616,33,Male,67,100.54,5954.94,One year,No,Bank transfer,No,No,0,No
CUST00617,41,Male,41,108.21,4568.14,One year,Fiber optic,Bank transfer,No,No internet service,0,Yes
CUST00618,33,Female,31,89.4,2786.26,One year,DSL,Mailed check,Yes,No internet service,0,No
CUST00619,72,Female,38,28.65,942.05,Month-to-month,Fiber optic,Mailed check,No internet service,Yes,0,No
CUST00620,19,Female,35,58.71,2152.14,Month-to-month,Fiber optic,Credit card,Yes,No,0,Yes
CUST00621,66,Male,35,91.76,,One year,DSL,Bank transfer,No,No internet service,0,Yes
CUST00622,45,Male,2,46.59,81.04,Month-to-month,Fiber optic,Credit card,No,Yes,0,Yes
CUST00623,49,Female,72,88.12,6445.28,Two year,DSL,Credit card,No,No,0,Yes
CUST00624,44,Male,7,20.5,142.26,Month-to-month,Fiber optic,Bank transfer,Yes,No,1,No
CUST00625,37,Male,69,49.23,3306.66,Month-to-month,No,Credit card,No,No,1,No
CUST00626,41,Male,40,74.01,2608.69,Month-to-month,DSL,Bank transfer,No internet service,Yes,0,No
CUST00627,29,Male,67,82.47,5225.45,Month-to-month,Fiber optic,Bank transfer,No,No,0,No
CUST00628,67,Female,12,76.86,927.96,One year,No,Bank transfer,No,No internet service,0,No
CUST00629,52,Male,48,89.17,3898.05,One year,No,Bank transfer,Yes,No,1,No
CUST00630,50,Male,59,18.62,1002.28,One year,Fiber optic,Electronic check,No,,0,Yes
CUST00631,50,Male,1,28.3,24.07,Two year,Fiber optic,Bank transfer,No internet service,No,0,No
CUST00632,68,Male,59,106.63,5566.73,Two year,Fiber optic,Mailed check,No,Yes,1,No
CUST00633,60,Female,4,87.54,358.94,Two year,No,Mailed check,No,No,0,No
CUST00634,54,Female,43,29.52,1191.1,Month-to-month,No,Mailed check,No,No,0,No
CUST00635,29,Male,26,103.89,2827.68,One year,DSL,Bank transfer,No,No internet service,0,No
CUST00636,20,Male,31,42.71,1230.19,Month-to-month,Fiber optic,Mailed check,Yes,Yes,1,No
CUST00637,18,Male,20,66.78,1326.3,Month-to-month,Fiber optic,Electronic check,Yes,No,0,Yes
CUST00638,50,Male,7,32.81,208.17,One year,Fiber optic,Credit card,No,No,0,No
CUST00639,57,Male,71,90.43,5924.62,Month-to-month,Fiber optic,Bank transfer,No,No internet service,0,No
CUST00640,27,Male,49,86.02,3743.51,Month-to-month,Fiber optic,Mailed check,No,Yes,0,Yes
CUST00641,60,Female,66,39.53,2398.73,Month-to-month,No,Electronic check,No,Yes,0,Yes
CUST00642,61,Male,43,106.07,4376.05,Month-to-month,DSL,Credit card,No,Yes,0,No
CUST00643,46,Female,57,58.93,3521.43,Two year,DSL,Electronic check,Yes,No internet service,1,No
CUST00644,30,Female,2,47.84,94.04,Month-to-month,Fiber optic,Mailed check,No internet service,Yes,0,No
CUST00645,29,Male,69,33.54,2059.34,Month-to-month,DSL,Electronic check,No,Yes,1,No
CUST00646,48,Female,1,45.15,38.78,Month-to-month,DSL,Credit card,Yes,Yes,0,No
CUST00647,63,Female,43,20.25,762.14,Month-to-month,DSL,Mailed check,Yes,No,0,Yes
CUST00648,19,Female,1,77.49,74.58,Two year,Fiber optic,Credit card,No internet service,Yes,0,Yes
CUST00649,68,Female,34,103.91,3543.65,Month-to-month,No,Electronic check,Yes,No,0,Yes
CUST00650,67,Female,29,74,2227.73,Month-to-month,Fiber optic,Bank transfer,No internet service,Yes,0,Yes
CUST00651,52,Female,7,40.37,241.1,One year,Fiber optic,Bank transfer,Yes,No,0,No
CUST00652,40,Male,21,21.43,429.58,Two year,DSL,Bank transfer,No internet service,No,0,No
CUST00653,34,Female,43,39.89,,One year,Fiber optic,Bank transfer,No internet service,No,0,No
CUST00654,43,Female,57,60.44,3380.35,Two year,Fiber optic,Credit card,No,No internet service,1,No
CUST00655,25,Female,35,95.48,3214.53,Month-to-month,Fiber optic,Bank transfer,Yes,No internet service,0,No
CUST00656,46,Male,68,37.16,2495.06,Month-to-month,DSL,Credit card,Yes,No,0,Yes
CUST00657,43,Female,30,91.42,2692.18,Month-to-month,DSL,Mailed check,No,No,0,Yes
CUST00658,27,Male,46,106.43,4275.99,Two year,DSL,Bank transfer,No,,0,No
CUST00659,43,Female,54,64.3,3506.73,Month-to-month,Fiber optic,Credit card,Yes,No internet service,0,No
CUST00660,51,Male,61,101.79,5430.85,Month-to-month,No,Bank transfer,Yes,No,0,No
CUST00661,68,Male,29,74.58,2140.56,Month-to-month,No,Bank transfer,No,No,0,Yes
CUST00662,58,Female,54,82.98,4181.72,Month-to-month,Fiber optic,Bank transfer,No,No,1,No
CUST00663,24,Female,15,71.68,1024.42,Month-to-month,Fiber optic,Credit card,Yes,No internet service,0,Yes
CUST00664,21,Male,11,65.24,739.64,Two year,No,Electronic check,Yes,Yes,0,Yes
CUST00665,75,Female,16,41.93,689.65,Month-to-month,DSL,Bank transfer,No internet service,Yes,0,No
CUST00666,70,Male,15,48.93,743.91,One year,Fiber optic,Bank transfer,No,No,0,Yes
CUST00667,67,Male,11,47.58,498.27,One year,No,Mailed check,No,Yes,0,No
CUST00668,62,Male,7,75.46,526.77,Month-to-month,DSL,Electronic check,No,No,0,Yes
CUST00669,28,Male,2,30.24,57.61,Month-to-month,No,Credit card,Yes,Yes,1,No
CUST00670,46,Male,15,111.51,1712.66,Month-to-month,No,Mailed check,No,No,0,No
CUST00671,73,Female,29,91.51,2469.5,Month-to-month,Fiber optic,Bank transfer,No,No internet service,0,Yes
CUST00672,53,Male,22,58.95,1354.02,One year,No,Mailed check,No internet service,No,1,No
CUST00673,42,Male,4,34.18,141.71,Month-to-month,Fiber optic,Mailed check,No,,0,Yes
CUST00674,38,Female,64,107.96,6897.84,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,0,Yes
CUST00675,74,Male,29,102.03,2680.39,Month-to-month,DSL,Electronic check,No internet service,Yes,0,No
CUST00676,53,Female,20,91.62,1605.79,Two year,DSL,Electronic check,No,No internet service,0,No
CUST00677,27,Female,69,45.7,3219.33,Two year,DSL,Mailed check,No internet service,No,0,No
CUST00678,54,Female,21,59.05,1095.04,Two year,Fiber optic,Bank transfer,No internet service,No,0,No
CUST00679,26,Male,71,28.48,2064.24,One year,DSL,,Yes,No internet service,0,No
CUST00680,41,Male,31,37.28,1095.76,Month-to-month,DSL,Mailed check,No,No internet service,0,No
CUST00681,52,Male,32,97.87,2916.72,One year,DSL,Credit card,No,No internet service,1,No
CUST00682,66,Female,15,90.93,1405.74,Month-to-month,Fiber optic,Mailed check,No,No,0,Yes
CUST00683,52,Male,37,78.54,2821.04,One year,No,Mailed check,No,Yes,0,No
CUST00684,65,Female,13,109.36,1372.38,One year,No,Bank transfer,No internet service,No,0,No
CUST00685,53,Male,35,77.49,2608.42,Month-to-month,Fiber optic,Bank transfer,No,No,0,Yes
CUST00686,35,Female,22,65.63,1334.46,One year,No,Credit card,Yes,Yes,0,No
CUST00687,66,Male,65,52.72,3451.23,Two year,Fiber optic,Credit card,Yes,No,0,No
CUST00688,56,Male,1,113.93,102.6,Month-to-month,Fiber optic,Electronic check,No,Yes,0,Yes
CUST00689,49,Male,72,26.44,1975.6,Two year,Fiber optic,Bank transfer,Yes,No,0,No
CUST00690,41,Female,64,112.95,7436.97,Month-to-month,DSL,Mailed check,No,No,0,Yes
CUST00691,40,Female,66,102.32,6195.96,One year,No,Mailed check,No,No,0,No
CUST00692,49,Male,51,31.25,1587.2,Month-to-month,Fiber optic,Electronic check,No,No,0,No
CUST00693,54,Male,61,75.63,,Month-to-month,Fiber optic,Bank transfer,Yes,No internet service,0,No
CUST00694,29,Female,22,106.39,2147.55,Two year,Fiber optic,Mailed check,No,No,0,No
CUST00695,66,Female,25,76.32,1999.02,Two year,DSL,,Yes,No,0,Yes
CUST00696,72,Female,67,110.53,6332.06,One year,DSL,Electronic check,No,No internet service,0,No
CUST00697,30,Male,54,114.18,5552.41,Month-to-month,Fiber optic,Mailed check,No,No,0,No
CUST00698,40,Female,5,61.08,291.36,Two year,DSL,Mailed check,No,No internet service,1,No
CUST00699,42,,34,56.49,1833.06,Month-to-month,Fiber optic,Credit card,No,Yes,1,Yes
CUST00700,52,Female,21,113.5,2306.72,Two year,Fiber optic,Bank transfer,Yes,No,1,No
CUST00701,58,Male,42,86.86,3649.34,Month-to-month,Fiber optic,Credit card,No,Yes,0,Yes
CUST00702,47,Female,14,29.83,407.05,Month-to-month,Fiber optic,Electronic check,Yes,Yes,0,No
CUST00703,34,Female,59,22.31,1276.88,One year,Fiber optic,Mailed check,No,No internet service,0,Yes
CUST00704,66,Female,11,75.59,715.67,Month-to-month,Fiber optic,Credit card,Yes,Yes,1,No
CUST00705,37,Female,48,112.88,5013.53,Month-to-month,Fiber optic,Electronic check,No,No,0,Yes
CUST00706,65,Female,41,104.11,3826.34,Month-to-month,Fiber optic,Bank transfer,No internet service,No,0,Yes
CUST00707,42,Male,37,86.94,2904.99,Month-to-month,Fiber optic,Mailed check,,No,0,Yes
CUST00708,39,Female,44,32.19,1360.93,Month-to-month,No,Credit card,No,,0,Yes
CUST00709,30,Female,34,43.93,1329.17,Month-to-month,DSL,Bank transfer,No,No,0,Yes
CUST00710,36,Female,29,107.3,2827.88,Month-to-month,Fiber optic,Credit card,Yes,Yes,0,No
CUST00711,66,Male,29,36.65,953.82,Month-to-month,No,Electronic check,No internet service,No,0,No
CUST00712,53,Female,5,46.4,241.21,One year,Fiber optic,Bank transfer,Yes,No,0,No
CUST00713,29,Male,66,31.22,2140.74,Month-to-month,DSL,Credit card,No internet service,No,0,No
CUST00714,58,Female,6,86.96,507.14,Two year,Fiber optic,Bank transfer,No,No,0,Yes
CUST00715,36,Female,51,114.29,6032.24,Two year,DSL,Electronic check,No,No internet service,1,No
CUST00716,29,Male,13,45.43,594.82,Month-to-month,DSL,Bank transfer,No,No,0,Yes
CUST00717,26,Female,72,66.49,4634.04,One year,No,Credit card,No,No,0,No
CUST00718,24,Male,14,82.7,985.62,Two year,Fiber optic,Electronic check,No,Yes,0,No
CUST00719,45,Male,20,119.95,2409.8,Two year,DSL,Mailed check,Yes,No,0,No
CUST00720,31,Female,34,28.69,966.19,One year,No,Credit card,No,No,0,Yes
CUST00721,48,Male,65,68.85,4354.65,Month-to-month,No,Credit card,No,Yes,0,No
CUST00722,69,Female,1,57.28,57.4,One year,Fiber optic,Electronic check,No internet service,No,0,No
CUST00723,36,Female,34,106.31,3443.15,One year,DSL,Electronic check,No,No,0,No
CUST00724,75,Male,19,66.55,1252.84,One year,No,Mailed check,Yes,No,0,No
CUST00725,64,Male,9,29.32,273.65,Month-to-month,Fiber optic,,No,Yes,0,Yes
CUST00726,33,Male,24,82.71,1836.48,Two year,Fiber optic,Electronic check,No,No,0,Yes
CUST00727,70,Male,65,96.62,6227.7,Two year,No,Mailed check,Yes,Yes,0,No
CUST00728,22,Female,24,18.29,414.88,Month-to-month,Fiber optic,Mailed check,Yes,No internet service,0,No
CUST00729,52,Female,53,105.61,5512.7,Month-to-month,DSL,Electronic check,No internet service,Yes,0,No
CUST00730,29,Male,32,36.97,1186.09,Month-to-month,Fiber optic,Credit card,No,No,0,Yes
CUST00731,42,Female,35,74.31,2234.37,Two year,DSL,Bank transfer,,No,0,No
CUST00732,69,Female,13,60.41,769.09,One year,Fiber optic,Bank transfer,No,No internet service,0,No
CUST00733,38,Female,64,91.4,5237.43,One year,Fiber optic,Mailed check,No,Yes,0,No
CUST00734,53,Female,53,55.86,2913.23,Month-to-month,DSL,Bank transfer,Yes,No,0,Yes
CUST00735,70,Male,51,106.72,5136.11,One year,Fiber optic,Bank transfer,No,No,0,No
CUST00736,40,Male,2,92.51,185.89,Month-to-month,DSL,Electronic check,Yes,No,0,No
CUST00737,33,Female,40,84.07,2941.37,Month-to-month,DSL,Mailed check,No internet service,No,1,No
CUST00738,74,Male,5,99.22,483.83,One year,Fiber optic,Credit card,No,No,0,Yes
CUST00739,56,Male,24,94.91,2063.03,Two year,DSL,Mailed check,No,No internet service,0,No
CUST00740,62,Male,12,21.67,265.4,Two year,Fiber optic,Electronic check,No,Yes,0,Yes
CUST00741,70,Female,7,58.26,422.37,Two year,DSL,Bank transfer,No,Yes,0,No
CUST00742,59,Female,20,112.94,2370.11,Month-to-month,Fiber optic,Credit card,Yes,No internet service,0,Yes
CUST00743,75,Female,67,30.82,2083.94,Month-to-month,No,Mailed check,No,Yes,0,No
CUST00744,56,Male,24,93.18,2237.99,One year,Fiber optic,Bank transfer,Yes,No internet service,0,No
CUST00745,31,Female,67,117.41,7025.55,Two year,Fiber optic,Mailed check,No internet service,No,0,No
CUST00746,48,Female,44,23.32,941.12,Month-to-month,No,Credit card,No internet service,No,0,Yes
CUST00747,75,Male,59,87.58,4873.39,Month-to-month,DSL,Mailed check,No,Yes,0,Yes
CUST00748,22,Female,11,65.75,726.63,Month-to-month,DSL,Mailed check,No internet service,Yes,0,No
CUST00749,52,Female,31,77.08,2468.32,One year,Fiber optic,Mailed check,No,No,0,No
CUST00750,40,Male,12,26.7,284.46,Month-to-month,DSL,Bank transfer,Yes,No internet service,0,No
CUST00751,46,Male,30,22.39,694.86,Month-to-month,No,Credit card,,No internet service,0,No
CUST00752,60,Male,19,86.02,1616.61,Month-to-month,DSL,Credit card,No,Yes,0,No
CUST00753,28,Female,17,101.98,1685.38,Month-to-month,Fiber optic,Bank transfer,No,Yes,1,Yes
CUST00754,35,Female,59,97.77,5133.72,Two year,Fiber optic,Bank transfer,No,Yes,0,No
CUST00755,64,Female,62,73.47,3922.45,Month-to-month,DSL,Bank transfer,No,No internet service,0,No
CUST00756,29,Male,5,28.19,135.83,One year,Fiber optic,,No internet service,Yes,0,No
CUST00757,26,Male,31,88.18,2679.74,One year,DSL,Mailed check,Yes,Yes,0,No
CUST00758,27,Female,42,42.67,1598.87,Two year,Fiber optic,Mailed check,No,Yes,0,No
CUST00759,75,Female,1,110.93,106.64,Month-to-month,DSL,Credit card,No,No,0,No
CUST00760,61,Male,59,103.5,6236.56,Two year,No,Mailed check,No,No internet service,0,No
CUST00761,34,Male,22,90.36,2021.74,One year,No,Electronic check,No,No,1,Yes
CUST00762,55,Male,30,114.78,3565.54,Two year,DSL,Bank transfer,Yes,Yes,0,No
CUST00763,24,Male,4,21.21,78.32,Two year,DSL,Credit card,Yes,No,0,Yes
CUST00764,63,Female,33,93.09,2806.58,Month-to-month,Fiber optic,Credit card,Yes,No,1,Yes
CUST00765,30,Male,9,51.68,465.07,Month-to-month,DSL,Mailed check,No internet service,Yes,0,Yes
CUST00766,57,Female,1,110.42,,Month-to-month,No,Credit card,Yes,Yes,0,Yes
CUST00767,59,Female,10,45.2,392.11,Month-to-month,Fiber optic,Bank transfer,No,No,0,Yes
CUST00768,26,Female,49,91.94,4084.11,Month-to-month,Fiber optic,Credit card,No,Yes,1,No
CUST00769,67,Male,30,107.52,3011.8,Month-to-month,No,Bank transfer,No internet service,Yes,0,Yes
CUST00770,44,Male,55,22.25,1111.78,Month-to-month,Fiber optic,Electronic check,No internet service,No,0,Yes
CUST00771,75,Male,72,58.56,3864.01,Month-to-month,No,Electronic check,Yes,No,0,No
CUST00772,19,Male,8,95.76,696.18,Month-to-month,No,Bank transfer,Yes,No,0,No
CUST00773,22,Female,20,64.4,1105.49,Month-to-month,DSL,Mailed check,No,No,0,No
CUST00774,46,Male,72,45.26,3185.13,Month-to-month,DSL,Credit card,Yes,No,0,Yes
CUST00775,54,Male,27,40.42,1058.01,Month-to-month,No,,No,No,0,No
CUST00776,55,Female,61,31.41,1878.99,Month-to-month,No,Credit card,No,Yes,1,No
CUST00777,36,Male,6,105.43,562.02,Month-to-month,DSL,Electronic check,No internet service,No internet service,0,Yes
CUST00778,25,Female,15,76.69,1045.82,Two year,No,Electronic check,Yes,Yes,1,No
CUST00779,65,Female,3,25.79,75.35,Month-to-month,Fiber optic,Electronic check,No internet service,No,0,Yes
CUST00780,62,Female,3,57.02,165.92,Month-to-month,DSL,Credit card,Yes,No,0,No
CUST00781,18,Female,39,55.51,2059.39,Month-to-month,No,Electronic check,No,No,0,No
CUST00782,39,Female,16,36.54,537.92,Two year,DSL,Electronic check,No,No internet service,0,No
CUST00783,69,Female,51,62.42,3287.16,Two year,No,Electronic check,No,No,1,No
CUST00784,34,Female,51,51.87,2428.33,Two year,DSL,Electronic check,No,No internet service,0,No
CUST00785,24,Female,35,52.86,1741.17,One year,Fiber optic,Mailed check,No internet service,No internet service,0,No
CUST00786,42,Male,37,93.38,,Month-to-month,DSL,Electronic check,No internet service,No internet service,0,No
CUST00787,62,Male,49,40.77,1915.03,Month-to-month,Fiber optic,Electronic check,No internet service,No internet service,0,No
CUST00788,21,Male,62,83.47,4757.91,Month-to-month,Fiber optic,Mailed check,Yes,No internet service,0,No
CUST00789,53,Male,62,76.21,4427.95,Two year,DSL,Mailed check,No internet service,No,0,No
CUST00790,23,Female,61,75.95,4674.17,One year,Fiber optic,Credit card,No,No,0,No
CUST00791,48,Male,6,85.63,465.29,One year,Fiber optic,Bank transfer,Yes,Yes,0,No
CUST00792,36,Female,26,73.93,1688.54,Month-to-month,DSL,Electronic check,Yes,No,0,No
CUST00793,61,Male,13,107.68,1277.54,Two year,No,Electronic check,Yes,No internet service,0,Yes
CUST00794,71,Male,70,86.91,6204.81,Month-to-month,DSL,Electronic check,Yes,No,0,No
CUST00795,56,Male,4,73.79,256.14,Month-to-month,Fiber optic,Credit card,No,No internet service,0,Yes
CUST00796,44,Female,54,102.64,5810.48,Month-to-month,Fiber optic,Electronic check,No internet service,No internet service,0,Yes
CUST00797,27,Male,1,79.83,76.49,One year,Fiber optic,Bank transfer,No,Yes,0,Yes
CUST00798,43,Female,61,47.7,3046.37,Month-to-month,DSL,Mailed check,No,Yes,0,No
CUST00799,36,Female,20,,811.97,Two year,Fiber optic,Credit card,No internet service,No,0,No
CUST00800,56,Male,20,33.54,630.93,Month-to-month,Fiber optic,Mailed check,Yes,Yes,0,No
CUST00801,20,Male,9,109.74,878.72,One year,Fiber optic,Electronic check,No internet service,No,0,No
CUST00802,62,Male,57,90.43,4551.31,Month-to-month,No,Electronic check,No,No internet service,0,No
CUST00803,30,Female,38,113.61,3876.82,Month-to-month,Fiber optic,Electronic check,No,No,0,Yes
CUST00804,,Male,4,,315.62,Two year,DSL,Bank transfer,No,No,0,No
CUST00805,45,Female,64,66.29,3837.78,One year,DSL,Bank transfer,No,Yes,0,No
CUST00806,75,Female,12,24.09,265.46,One year,DSL,Credit card,Yes,No,0,No
CUST00807,37,Male,52,86.51,4227.51,Two year,DSL,Mailed check,No,No,0,No
CUST00808,45,Male,44,77.39,3516.33,One year,Fiber optic,Electronic check,Yes,No,0,No
CUST00809,25,Female,31,119,3275.38,Month-to-month,DSL,Electronic check,No internet service,Yes,0,No
CUST00810,58,Female,35,42.39,1262.59,One year,DSL,Electronic check,No,No,0,No
CUST00811,56,,59,72.14,3668.98,Month-to-month,DSL,Electronic check,Yes,Yes,0,Yes
CUST00812,18,Male,10,84.4,870.12,Month-to-month,DSL,Bank transfer,No,No internet service,0,Yes
CUST00813,20,Female,62,83.75,5086.07,Month-to-month,DSL,Mailed check,Yes,Yes,0,No
CUST00814,30,Male,20,75.25,,One year,DSL,Mailed check,No,Yes,0,Yes
CUST00815,45,Female,51,97.25,4391.55,One year,Fiber optic,Credit card,No internet service,Yes,0,No
CUST00816,74,Female,54,38.91,1909.63,Month-to-month,Fiber optic,Bank transfer,No,No,0,Yes
CUST00817,66,Male,25,92.01,,One year,DSL,Electronic check,Yes,No,1,No
CUST00818,42,,67,81.21,5649.5,Two year,Fiber optic,Mailed check,No,No,0,No
CUST00819,73,Male,33,109.4,3634.9,Month-to-month,DSL,Mailed check,No,No,0,No
CUST00820,50,Male,51,104.41,5018.61,Month-to-month,DSL,Bank transfer,No internet service,No,0,No
CUST00821,55,Female,51,50.14,2615.94,One year,DSL,Credit card,Yes,No,0,No
CUST00822,70,Male,28,46.18,1163.6,Month-to-month,Fiber optic,Credit card,No,No,0,No
CUST00823,23,Male,37,118.13,4342.07,One year,Fiber optic,Electronic check,No,Yes,0,Yes
CUST00824,75,Female,41,71.78,3005.45,Month-to-month,DSL,Credit card,Yes,No,0,No
CUST00825,61,Male,20,110.45,2035.27,Month-to-month,DSL,Mailed check,No,No,0,No
CUST00826,62,Male,41,34.72,1425.65,One year,No,Credit card,No,No internet service,0,No
CUST00827,49,Male,12,83.57,911.6,One year,DSL,Electronic check,No internet service,No,0,No
CUST00828,62,Female,63,100.61,5766.52,Two year,DSL,,No internet service,Yes,1,No
CUST00829,64,Male,16,114.63,1598.24,Two year,No,Credit card,No,Yes,0,No
CUST00830,38,Female,8,52.41,393.29,One year,No,Credit card,No,No internet service,0,No
CUST00831,33,Female,40,91.95,3663.08,One year,Fiber optic,Bank transfer,Yes,Yes,0,No
CUST00832,71,Male,0,72.96,0,Month-to-month,Fiber optic,Electronic check,No internet service,Yes,0,No
CUST00833,38,Male,1,24.18,23.47,Month-to-month,DSL,Credit card,No internet service,Yes,1,Yes
CUST00834,28,Male,59,88.38,5332.41,Month-to-month,DSL,Bank transfer,No internet service,No,0,Yes
CUST00835,54,Female,47,88.39,4214.56,Two year,Fiber optic,Mailed check,No,Yes,0,No
CUST00836,53,Male,28,112.92,2797.11,Month-to-month,DSL,Bank transfer,No,No,0,Yes
CUST00837,52,Male,9,68.73,585.89,One year,Fiber optic,Bank transfer,No internet service,No,0,No
CUST00838,36,Male,57,41.49,2065.49,Month-to-month,No,Credit card,No,No internet service,0,No
CUST00839,37,Male,59,22.55,1312.4,One year,No,Credit card,No,Yes,0,No
CUST00840,74,Male,20,60.4,1256.3,Two year,DSL,Credit card,No,No,0,Yes
CUST00841,35,Female,27,48.8,1156.09,Month-to-month,Fiber optic,Bank transfer,Yes,No,0,No
CUST00842,64,Female,33,95.63,3145.62,Two year,Fiber optic,Mailed check,Yes,No,0,No
CUST00843,58,Male,7,54.14,370.05,Month-to-month,No,Electronic check,No,No,1,Yes
CUST00844,66,Male,58,114.81,6437.38,Month-to-month,DSL,,No,No internet service,0,No
CUST00845,31,Male,71,116.16,7653.75,Two year,DSL,Credit card,No internet service,Yes,0,No
CUST00846,32,Male,48,81.33,3595.54,Month-to-month,DSL,Electronic check,Yes,No internet service,0,No
CUST00847,48,Female,16,112.72,1549.31,Two year,DSL,Mailed check,Yes,No,0,No
CUST00848,18,Male,59,95.61,5040.69,Month-to-month,DSL,Electronic check,Yes,Yes,0,No
CUST00849,70,Female,44,73.78,2769.23,Month-to-month,Fiber optic,Credit card,Yes,No internet service,0,No
CUST00850,71,Female,68,36.39,2391.09,Two year,Fiber optic,Bank transfer,Yes,No,0,Yes
CUST00851,71,Male,31,64.78,1749.47,Month-to-month,DSL,Bank transfer,No,Yes,1,No
CUST00852,20,Female,43,75.21,3313.6,Two year,Fiber optic,Credit card,No,Yes,0,Yes
CUST00853,33,Female,64,106.12,6483.53,Two year,DSL,Bank transfer,No,Yes,0,No
CUST00854,40,Female,7,67.1,464.97,Month-to-month,No,Credit card,No internet service,No,1,No
